step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
128,6.45,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.010020082001574337,0.002872759010642767,0.0014752870192751288,0.0016282569849863648
129,6.5,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.010368708986788988,0.002525743911974132,0.0012875389074906707,0.0016928380355238914
130,6.550000000000001,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.010801746044307947,0.0024820599937811494,0.0015224060043692589,0.001744598033837974
131,6.6000000000000005,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.010783601086586714,0.003072704072110355,0.0013230899348855019,0.0017430100124329329
132,6.65,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.012073704041540623,0.002942612045444548,0.0020112600177526474,0.0024701679358258843
133,6.7,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.014288833015598357,0.0034650230081751943,0.002017627004534006,0.0023073989432305098
134,6.75,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.019221707014366984,0.003957001026719809,0.002124694990925491,0.0064299480291083455
135,6.800000000000001,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.01508748799096793,0.004146620980463922,0.002021186985075474,0.002359325997531414
136,6.8500000000000005,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.014974852092564106,0.004131341935135424,0.002012534998357296,0.0023553860373795033
137,6.9,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.015192721970379353,0.00419696990866214,0.002026375033892691,0.002442440949380398
138,6.95,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.015193365048617125,0.0042424509301781654,0.0020374470623210073,0.0024188359966501594
139,7.0,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2806574539281428,1.658539441647008,0,0,0,0,-1,nan,nan,,,448,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 448, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.015340147074311972,0.004152000066824257,0.0020792149007320404,0.0024484050227329135
140,7.050000000000001,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2020009239204228,1.8605403655674309,0,0,0,0,-1,nan,nan,,,512,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 512, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.21358939202036709,0.004123608930967748,0.0012980850879102945,0.0017294581048190594
141,7.1000000000000005,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2020009239204228,1.8605403655674309,0,0,0,0,-1,nan,nan,,,512,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 512, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.014038448920473456,0.004131215042434633,0.0019059510668739676,0.00193223194219172
142,7.15,-0.6404233472450187,0.04232218861579895,0.4853527545928955,0.525179922580719,0.03201954811811447,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.4853527456503748,0.4853527545928955,-8.942520723920211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2020009239204228,1.8605403655674309,0,0,0,0,-1,nan,nan,,,512,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 512, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07496773960829796,0,0,nan,nan,0.0,passthrough,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_z_lower,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.90023144|1.53386167|1.3941953|1.49200355|1.50206364|1.60074523,optimal,0.21038223967478967,0.0,0.21038223967478967,0.452972323|-0.58916378|0.376239866,0|0|0,0.01299697405193001,0.003294600988738239,0.0017918309895321727,0.002019234001636505
